checkingstatus,duration,history,purpose,amount,savings,employ,installment,status,others,residence,property,age,otherplans,housing,cards,job,liable,telephone,foreign,outcome
0 <= ... < 200 DM,20,delay in paying off in the past,car (used),7057,unknown/ no savings account,4 <= ... < 7 years,3,male : single,others - none,4,building society savings agreement/ life insurance,> 25 years,bank,rent,2,management/ self-employed/highly qualified employee/ officer,2,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,20,critical account/ other credits existing (not at this bank),car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/ life insurance,> 25 years,bank,rent,2,skilled employee / official,1,phone - none,foreign - no,2
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,furniture/equipment,1424,unknown/ no savings account,.. >= 7 years,3,female : divorced/separated/married,others - none,4,real estate,> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,purpose - others,11328,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,"car or other, not in attribute 6",> 25 years,bank,own,2,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,male : married/widowed,others - none,2,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,2118,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,real estate,> 25 years,none,own,1,unskilled - resident,2,phone - none,foreign - yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1285,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,others - none,4,unknown / no property,> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,48,critical account/ other credits existing (not at this bank),radio/television,3578,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,1,real estate,> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,10,existing credits paid back duly till now,car (used),2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,> 25 years,none,own,1,skilled employee / official,2,phone - none,foreign - yes,1
... < 0 DM,18,existing credits paid back duly till now,radio/television,3509,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,1,real estate,<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,8,critical account/ other credits existing (not at this bank),purpose - others,1164,... < 100 DM,.. >= 7 years,3,male : single,others - none,4,unknown / no property,> 25 years,bank,for free,2,management/ self-employed/highly qualified employee/ officer,2,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,21,existing credits paid back duly till now,furniture/equipment,3976,unknown/ no savings account,4 <= ... < 7 years,2,male : single,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,3612,... < 100 DM,.. >= 7 years,3,female : divorced/separated/married,others - none,4,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,72,existing credits paid back duly till now,radio/television,5595,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : married/widowed,others - none,2,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
... < 0 DM,12,existing credits paid back duly till now,radio/television,709,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,real estate,> 25 years,stores,own,1,unskilled - resident,1,phone - none,foreign - yes,2
... < 0 DM,36,existing credits paid back duly till now,car (used),8229,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,2,phone - none,foreign - yes,2
... < 0 DM,21,delay in paying off in the past,education,3414,... < 100 DM,... < 1 year,2,male : single,others - none,1,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,12612,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,6,all credits at this bank paid back duly,radio/television,1750,500 <= ... < 1000 DM,.. >= 7 years,2,male : single,others - none,4,building society savings agreement/ life insurance,> 25 years,bank,own,1,unskilled - resident,2,phone - none,foreign - yes,1
no checking account,12,existing credits paid back duly till now,radio/television,3077,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM,.. >= 7 years,1,female : divorced/separated/married,others - none,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,1,phone - none,foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,car (new),1494,unknown/ no savings account,... < 1 year,1,male : single,others - none,2,real estate,> 25 years,none,own,1,unskilled - resident,2,phone - none,foreign - no,1
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,2578,... < 100 DM,unemployed,3,female : divorced/separated/married,others - none,4,unknown / no property,> 25 years,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,2329,... < 100 DM,... < 1 year,1,female : divorced/separated/married,guarantor,1,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,9,existing credits paid back duly till now,car (new),654,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,2
no checking account,36,existing credits paid back duly till now,car (used),8133,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,others - none,2,building society savings agreement/ life insurance,> 25 years,bank,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,24,delay in paying off in the past,business,3863,... < 100 DM,1 <= ... < 4 years,1,male : single,others - none,2,unknown / no property,> 25 years,none,for free,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/ no savings account,unemployed,1,female : divorced/separated/married,others - none,2,real estate,<= 25 years,none,rent,1,unemployed/ unskilled - non-resident,1,phone - none,foreign - yes,1
no checking account,12,delay in paying off in the past,repairs,1555,.. >= 1000 DM,.. >= 7 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,2,skilled employee / official,2,phone - none,foreign - yes,2
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1262,unknown/ no savings account,.. >= 7 years,2,male : divorced/separated,others - none,4,building society savings agreement/ life insurance,> 25 years,none,own,1,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,790,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,3,real estate,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),5234,... < 100 DM,unemployed,4,male : married/widowed,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,2,management/ self-employed/highly qualified employee/ officer,1,phone - none,foreign - yes,2
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,others - none,4,real estate,<= 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,furniture/equipment,2969,... < 100 DM,... < 1 year,4,female : divorced/separated/married,others - none,3,building society savings agreement/ life insurance,<= 25 years,none,rent,2,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,21,critical account/ other credits existing (not at this bank),car (new),12680,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,bank,own,2,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,3915,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,9,existing credits paid back duly till now,education,3832,unknown/ no savings account,.. >= 7 years,1,male : single,others - none,4,real estate,> 25 years,none,own,1,unskilled - resident,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,1928,... < 100 DM,... < 1 year,2,male : single,others - none,2,real estate,> 25 years,none,own,2,unskilled - resident,1,phone - none,foreign - yes,2
